Block,Type,Condition_label,Group,Sentences,Prosody,Subject,Clitic_gender,Direct_object_gender,Indirect_object_gender,Num_inter_elements,Audio_files_numbering,File_prefix_of_all_audio_files,All_audio_files_original_name,Path_of_audio_files_final_name
BlockFiller_46,FillerUNG,NA,E, Фановите го поддржаа нивни омилениот глумец низ тешкотиите.,NA,NA,NA,NA,NA,NA,STE-020,FillersUNG,filler2_STE-020_mono.wav,Filler2/mono/filler2_STE-020_mono.wav
BlockFiller_47,FillerUNG,NA,A, Добронамерната госпоѓа го ја донираше облека секоја година.,NA,NA,NA,NA,NA,NA,STE-021,FillersUNG,filler2_STE-021_mono.wav,Filler2/mono/filler2_STE-021_mono.wav
BlockFiller_47,FillerUNG,NA,B, Добронамерната госпоѓа го ја донираше облека секоја година.,NA,NA,NA,NA,NA,NA,STE-021,FillersUNG,filler2_STE-021_mono.wav,Filler2/mono/filler2_STE-021_mono.wav
BlockFiller_47,FillerUNG,NA,C, Добронамерната госпоѓа го ја донираше облека секоја година.,NA,NA,NA,NA,NA,NA,STE-021,FillersUNG,filler2_STE-021_mono.wav,Filler2/mono/filler2_STE-021_mono.wav
BlockFiller_47,FillerUNG,NA,D, Добронамерната госпоѓа го ја донираше облека секоја година.,NA,NA,NA,NA,NA,NA,STE-021,FillersUNG,filler2_STE-021_mono.wav,Filler2/mono/filler2_STE-021_mono.wav
BlockFiller_47,FillerUNG,NA,E, Добронамерната госпоѓа го ја донираше облека секоја година.,NA,NA,NA,NA,NA,NA,STE-021,FillersUNG,filler2_STE-021_mono.wav,Filler2/mono/filler2_STE-021_mono.wav
BlockFiller_48,FillerUNG,NA,A, Децата ја чистиме својата соба детално секоја недела.,NA,NA,NA,NA,NA,NA,STE-022,FillersUNG,filler2_STE-022_mono.wav,Filler2/mono/filler2_STE-022_mono.wav
BlockFiller_48,FillerUNG,NA,B, Децата ја чистиме својата соба детално секоја недела.,NA,NA,NA,NA,NA,NA,STE-022,FillersUNG,filler2_STE-022_mono.wav,Filler2/mono/filler2_STE-022_mono.wav
BlockFiller_48,FillerUNG,NA,C, Децата ја чистиме својата соба детално секоја недела.,NA,NA,NA,NA,NA,NA,STE-022,FillersUNG,filler2_STE-022_mono.wav,Filler2/mono/filler2_STE-022_mono.wav
BlockFiller_48,FillerUNG,NA,D, Децата ја чистиме својата соба детално секоја недела.,NA,NA,NA,NA,NA,NA,STE-022,FillersUNG,filler2_STE-022_mono.wav,Filler2/mono/filler2_STE-022_mono.wav
BlockFiller_48,FillerUNG,NA,E, Децата ја чистиме својата соба детално секоја недела.,NA,NA,NA,NA,NA,NA,STE-022,FillersUNG,filler2_STE-022_mono.wav,Filler2/mono/filler2_STE-022_mono.wav
BlockFiller_49,FillerUNG,NA,A, Нивни близок другарот патуваше четири дена за да ги посети.,NA,NA,NA,NA,NA,NA,STE-023,FillersUNG,filler2_STE-023_mono.wav,Filler2/mono/filler2_STE-023_mono.wav
BlockFiller_49,FillerUNG,NA,B, Нивни близок другарот патуваше четири дена за да ги посети.,NA,NA,NA,NA,NA,NA,STE-023,FillersUNG,filler2_STE-023_mono.wav,Filler2/mono/filler2_STE-023_mono.wav
BlockFiller_49,FillerUNG,NA,C, Нивни близок другарот патуваше четири дена за да ги посети.,NA,NA,NA,NA,NA,NA,STE-023,FillersUNG,filler2_STE-023_mono.wav,Filler2/mono/filler2_STE-023_mono.wav
BlockFiller_49,FillerUNG,NA,D, Нивни близок другарот патуваше четири дена за да ги посети.,NA,NA,NA,NA,NA,NA,STE-023,FillersUNG,filler2_STE-023_mono.wav,Filler2/mono/filler2_STE-023_mono.wav
BlockFiller_49,FillerUNG,NA,E, Нивни близок другарот патуваше четири дена за да ги посети.,NA,NA,NA,NA,NA,NA,STE-023,FillersUNG,filler2_STE-023_mono.wav,Filler2/mono/filler2_STE-023_mono.wav
BlockFiller_50,FillerUNG,NA,A, Голем фудбалски тимот го купија феноменалниот нов играч.,NA,NA,NA,NA,NA,NA,STE-024,FillersUNG,filler2_STE-023_mono.wav,Filler2/mono/filler2_STE-023_mono.wav
BlockFiller_50,FillerUNG,NA,B, Голем фудбалски тимот го купија феноменалниот нов играч.,NA,NA,NA,NA,NA,NA,STE-024,FillersUNG,filler2_STE-024_mono.wav,Filler2/mono/filler2_STE-024_mono.wav
BlockFiller_50,FillerUNG,NA,C, Голем фудбалски тимот го купија феноменалниот нов играч.,NA,NA,NA,NA,NA,NA,STE-024,FillersUNG,filler2_STE-024_mono.wav,Filler2/mono/filler2_STE-024_mono.wav
BlockFiller_50,FillerUNG,NA,D, Голем фудбалски тимот го купија феноменалниот нов играч.,NA,NA,NA,NA,NA,NA,STE-024,FillersUNG,filler2_STE-024_mono.wav,Filler2/mono/filler2_STE-024_mono.wav
BlockFiller_50,FillerUNG,NA,E, Голем фудбалски тимот го купија феноменалниот нов играч.,NA,NA,NA,NA,NA,NA,STE-024,FillersUNG,filler2_STE-024_mono.wav,Filler2/mono/filler2_STE-024_mono.wav
BlockFiller_51,FillerM,NA,A, Добриот ни син го заврши приемниот и се запиша на факултет.,NA,NA,NA,NA,NA,NA,STE-001,FillersM,filler3_STE-001_mono.wav,Filler3/mono/filler3_STE-001_mono.wav
BlockFiller_51,FillerM,NA,B, Добриот ни син го заврши приемниот и се запиша на факултет.,NA,NA,NA,NA,NA,NA,STE-001,FillersM,filler3_STE-001_mono.wav,Filler3/mono/filler3_STE-001_mono.wav
BlockFiller_51,FillerM,NA,C, Добриот ни син го заврши приемниот и се запиша на факултет.,NA,NA,NA,NA,NA,NA,STE-001,FillersM,filler3_STE-001_mono.wav,Filler3/mono/filler3_STE-001_mono.wav
BlockFiller_51,FillerM,NA,D, Добриот ни син го заврши приемниот и се запиша на факултет.,NA,NA,NA,NA,NA,NA,STE-001,FillersM,filler3_STE-001_mono.wav,Filler3/mono/filler3_STE-001_mono.wav
BlockFiller_51,FillerM,NA,E, Добриот ни син го заврши приемниот и се запиша на факултет.,NA,NA,NA,NA,NA,NA,STE-001,FillersM,filler3_STE-001_mono.wav,Filler3/mono/filler3_STE-001_mono.wav
BlockFiller_52,FillerM,NA,A, Mногу добрите пет одлични книги беа наградени од комисијата.,NA,NA,NA,NA,NA,NA,STE-002,FillersM,filler3_STE-002_mono.wav,Filler3/mono/filler3_STE-002_mono.wav
BlockFiller_52,FillerM,NA,B, Mногу добрите пет одлични книги беа наградени од комисијата.,NA,NA,NA,NA,NA,NA,STE-002,FillersM,filler3_STE-002_mono.wav,Filler3/mono/filler3_STE-002_mono.wav
BlockFiller_52,FillerM,NA,C, Mногу добрите пет одлични книги беа наградени од комисијата.,NA,NA,NA,NA,NA,NA,STE-002,FillersM,filler3_STE-002_mono.wav,Filler3/mono/filler3_STE-002_mono.wav
BlockFiller_52,FillerM,NA,D, Mногу добрите пет одлични книги беа наградени од комисијата.,NA,NA,NA,NA,NA,NA,STE-002,FillersM,filler3_STE-002_mono.wav,Filler3/mono/filler3_STE-002_mono.wav
BlockFiller_52,FillerM,NA,E, Mногу добрите пет одлични книги беа наградени од комисијата.,NA,NA,NA,NA,NA,NA,STE-002,FillersM,filler3_STE-002_mono.wav,Filler3/mono/filler3_STE-002_mono.wav
BlockFiller_53,FillerM,NA,A, Убавите станови се брзо продадоа иако многу луѓе чекаа.,NA,NA,NA,NA,NA,NA,STE-003,FillersM,filler3_STE-003_mono.wav,Filler3/mono/filler3_STE-003_mono.wav
BlockFiller_53,FillerM,NA,B, Убавите станови се брзо продадоа иако многу луѓе чекаа.,NA,NA,NA,NA,NA,NA,STE-003,FillersM,filler3_STE-003_mono.wav,Filler3/mono/filler3_STE-003_mono.wav
BlockFiller_53,FillerM,NA,C, Убавите станови се брзо продадоа иако многу луѓе чекаа.,NA,NA,NA,NA,NA,NA,STE-003,FillersM,filler3_STE-003_mono.wav,Filler3/mono/filler3_STE-003_mono.wav
BlockFiller_53,FillerM,NA,D, Убавите станови се брзо продадоа иако многу луѓе чекаа.,NA,NA,NA,NA,NA,NA,STE-003,FillersM,filler3_STE-003_mono.wav,Filler3/mono/filler3_STE-003_mono.wav
BlockFiller_53,FillerM,NA,E, Убавите станови се брзо продадоа иако многу луѓе чекаа.,NA,NA,NA,NA,NA,NA,STE-003,FillersM,filler3_STE-003_mono.wav,Filler3/mono/filler3_STE-003_mono.wav
BlockFiller_54,FillerM,NA,A, Среќните девојчиња го погалија кучето слатко убаво заедно.,NA,NA,NA,NA,NA,NA,STE-004,FillersM,filler3_STE-004_mono.wav,Filler3/mono/filler3_STE-004_mono.wav
BlockFiller_54,FillerM,NA,B, Среќните девојчиња го погалија кучето слатко убаво заедно.,NA,NA,NA,NA,NA,NA,STE-004,FillersM,filler3_STE-004_mono.wav,Filler3/mono/filler3_STE-004_mono.wav
BlockFiller_54,FillerM,NA,C, Среќните девојчиња го погалија кучето слатко убаво заедно.,NA,NA,NA,NA,NA,NA,STE-004,FillersM,filler3_STE-004_mono.wav,Filler3/mono/filler3_STE-004_mono.wav
BlockFiller_54,FillerM,NA,D, Среќните девојчиња го погалија кучето слатко убаво заедно.,NA,NA,NA,NA,NA,NA,STE-004,FillersM,filler3_STE-004_mono.wav,Filler3/mono/filler3_STE-004_mono.wav
BlockFiller_54,FillerM,NA,E, Среќните девојчиња го погалија кучето слатко убаво заедно.,NA,NA,NA,NA,NA,NA,STE-004,FillersM,filler3_STE-004_mono.wav,Filler3/mono/filler3_STE-004_mono.wav
BlockFiller_55,FillerM,NA,A, Се потпишаа посетителите во убавата една голема книга.,NA,NA,NA,NA,NA,NA,STE-005,FillersM,filler3_STE-005_mono.wav,Filler3/mono/filler3_STE-005_mono.wav
BlockFiller_55,FillerM,NA,B, Се потпишаа посетителите во убавата една голема книга.,NA,NA,NA,NA,NA,NA,STE-005,FillersM,filler3_STE-005_mono.wav,Filler3/mono/filler3_STE-005_mono.wav
BlockFiller_55,FillerM,NA,C, Се потпишаа посетителите во убавата една голема книга.,NA,NA,NA,NA,NA,NA,STE-005,FillersM,filler3_STE-005_mono.wav,Filler3/mono/filler3_STE-005_mono.wav
BlockFiller_55,FillerM,NA,D, Се потпишаа посетителите во убавата една голема книга.,NA,NA,NA,NA,NA,NA,STE-005,FillersM,filler3_STE-005_mono.wav,Filler3/mono/filler3_STE-005_mono.wav
BlockFiller_55,FillerM,NA,E, Се потпишаа посетителите во убавата една голема книга.,NA,NA,NA,NA,NA,NA,STE-005,FillersM,filler3_STE-005_mono.wav,Filler3/mono/filler3_STE-005_mono.wav
BlockFiller_56,FillerM,NA,A, Клубот ќе организира уште еден фестивал годинава музички.,NA,NA,NA,NA,NA,NA,STE-006,FillersM,filler3_STE-006_mono.wav,Filler3/mono/filler3_STE-006_mono.wav
BlockFiller_56,FillerM,NA,B, Клубот ќе организира уште еден фестивал годинава музички.,NA,NA,NA,NA,NA,NA,STE-006,FillersM,filler3_STE-006_mono.wav,Filler3/mono/filler3_STE-006_mono.wav
BlockFiller_56,FillerM,NA,C, Клубот ќе организира уште еден фестивал годинава музички.,NA,NA,NA,NA,NA,NA,STE-006,FillersM,filler3_STE-006_mono.wav,Filler3/mono/filler3_STE-006_mono.wav
BlockFiller_56,FillerM,NA,D, Клубот ќе организира уште еден фестивал годинава музички.,NA,NA,NA,NA,NA,NA,STE-006,FillersM,filler3_STE-006_mono.wav,Filler3/mono/filler3_STE-006_mono.wav
BlockFiller_56,FillerM,NA,E, Клубот ќе организира уште еден фестивал годинава музички.,NA,NA,NA,NA,NA,NA,STE-006,FillersM,filler3_STE-006_mono.wav,Filler3/mono/filler3_STE-006_mono.wav
BlockFiller_57,FillerM,NA,A, Новиот готвач ја изгоре супата дневна од печурки направена.,NA,NA,NA,NA,NA,NA,STE-007,FillersM,filler3_STE-007_mono.wav,Filler3/mono/filler3_STE-007_mono.wav
BlockFiller_57,FillerM,NA,B, Новиот готвач ја изгоре супата дневна од печурки направена.,NA,NA,NA,NA,NA,NA,STE-007,FillersM,filler3_STE-007_mono.wav,Filler3/mono/filler3_STE-007_mono.wav
BlockFiller_57,FillerM,NA,C, Новиот готвач ја изгоре супата дневна од печурки направена.,NA,NA,NA,NA,NA,NA,STE-007,FillersM,filler3_STE-007_mono.wav,Filler3/mono/filler3_STE-007_mono.wav
BlockFiller_57,FillerM,NA,D, Новиот готвач ја изгоре супата дневна од печурки направена.,NA,NA,NA,NA,NA,NA,STE-007,FillersM,filler3_STE-007_mono.wav,Filler3/mono/filler3_STE-007_mono.wav
BlockFiller_57,FillerM,NA,E, Новиот готвач ја изгоре супата дневна од печурки направена.,NA,NA,NA,NA,NA,NA,STE-007,FillersM,filler3_STE-007_mono.wav,Filler3/mono/filler3_STE-007_mono.wav
BlockFiller_58,FillerM,NA,A, Цело друштво дојде на роденденот забавен на другарот блиски.,NA,NA,NA,NA,NA,NA,STE-008,FillersM,filler3_STE-008_mono.wav,Filler3/mono/filler3_STE-008_mono.wav
BlockFiller_58,FillerM,NA,B, Цело друштво дојде на роденденот забавен на другарот блиски.,NA,NA,NA,NA,NA,NA,STE-008,FillersM,filler3_STE-008_mono.wav,Filler3/mono/filler3_STE-008_mono.wav
BlockFiller_58,FillerM,NA,C, Цело друштво дојде на роденденот забавен на другарот блиски.,NA,NA,NA,NA,NA,NA,STE-008,FillersM,filler3_STE-008_mono.wav,Filler3/mono/filler3_STE-008_mono.wav
BlockFiller_58,FillerM,NA,D, Цело друштво дојде на роденденот забавен на другарот блиски.,NA,NA,NA,NA,NA,NA,STE-008,FillersM,filler3_STE-008_mono.wav,Filler3/mono/filler3_STE-008_mono.wav
BlockFiller_58,FillerM,NA,E, Цело друштво дојде на роденденот забавен на другарот блиски.,NA,NA,NA,NA,NA,NA,STE-008,FillersM,filler3_STE-008_mono.wav,Filler3/mono/filler3_STE-008_mono.wav
BlockFiller_59,FillerM,NA,A, Книгата на познатиот писател ќе му е последна напишана.,NA,NA,NA,NA,NA,NA,STE-009,FillersM,filler3_STE-009_mono.wav,Filler3/mono/filler3_STE-009_mono.wav
BlockFiller_59,FillerM,NA,B, Книгата на познатиот писател ќе му е последна напишана.,NA,NA,NA,NA,NA,NA,STE-009,FillersM,filler3_STE-009_mono.wav,Filler3/mono/filler3_STE-009_mono.wav
BlockFiller_59,FillerM,NA,C, Книгата на познатиот писател ќе му е последна напишана.,NA,NA,NA,NA,NA,NA,STE-009,FillersM,filler3_STE-009_mono.wav,Filler3/mono/filler3_STE-009_mono.wav
BlockFiller_59,FillerM,NA,D, Книгата на познатиот писател ќе му е последна напишана.,NA,NA,NA,NA,NA,NA,STE-009,FillersM,filler3_STE-009_mono.wav,Filler3/mono/filler3_STE-009_mono.wav
BlockFiller_59,FillerM,NA,E, Книгата на познатиот писател ќе му е последна напишана.,NA,NA,NA,NA,NA,NA,STE-009,FillersM,filler3_STE-009_mono.wav,Filler3/mono/filler3_STE-009_mono.wav
BlockFiller_60,FillerM,NA,A, Последната многу очекувана сезона ќе е нова снимена за скоро.,NA,NA,NA,NA,NA,NA,STE-010,FillersM,filler3_STE-010_mono.wav,Filler3/mono/filler3_STE-010_mono.wav
BlockFiller_60,FillerM,NA,B, Последната многу очекувана сезона ќе е нова снимена за скоро.,NA,NA,NA,NA,NA,NA,STE-010,FillersM,filler3_STE-010_mono.wav,Filler3/mono/filler3_STE-010_mono.wav
BlockFiller_60,FillerM,NA,C, Последната многу очекувана сезона ќе е нова снимена за скоро.,NA,NA,NA,NA,NA,NA,STE-010,FillersM,filler3_STE-010_mono.wav,Filler3/mono/filler3_STE-010_mono.wav
BlockFiller_60,FillerM,NA,D, Последната многу очекувана сезона ќе е нова снимена за скоро.,NA,NA,NA,NA,NA,NA,STE-010,FillersM,filler3_STE-010_mono.wav,Filler3/mono/filler3_STE-010_mono.wav
BlockFiller_60,FillerM,NA,E, Последната многу очекувана сезона ќе е нова снимена за скоро.,NA,NA,NA,NA,NA,NA,STE-010,FillersM,filler3_STE-010_mono.wav,Filler3/mono/filler3_STE-010_mono.wav
BlockFiller_61,FillerM,NA,A, Глумците се појавија на промоцијата голема на филмот нов добар.,NA,NA,NA,NA,NA,NA,STE-011,FillersM,filler3_STE-011_mono.wav,Filler3/mono/filler3_STE-011_mono.wav
BlockFiller_61,FillerM,NA,B, Глумците се појавија на промоцијата голема на филмот нов добар.,NA,NA,NA,NA,NA,NA,STE-011,FillersM,filler3_STE-011_mono.wav,Filler3/mono/filler3_STE-011_mono.wav
BlockFiller_61,FillerM,NA,C, Глумците се појавија на промоцијата голема на филмот нов добар.,NA,NA,NA,NA,NA,NA,STE-011,FillersM,filler3_STE-011_mono.wav,Filler3/mono/filler3_STE-011_mono.wav
BlockFiller_61,FillerM,NA,D, Глумците се појавија на промоцијата голема на филмот нов добар.,NA,NA,NA,NA,NA,NA,STE-011,FillersM,filler3_STE-011_mono.wav,Filler3/mono/filler3_STE-011_mono.wav
BlockFiller_61,FillerM,NA,E, Глумците се појавија на промоцијата голема на филмот нов добар.,NA,NA,NA,NA,NA,NA,STE-011,FillersM,filler3_STE-011_mono.wav,Filler3/mono/filler3_STE-011_mono.wav
BlockFiller_62,FillerM,NA,A, Станарите за куќен совет се сретнаа пред зградата во шест часот.,NA,NA,NA,NA,NA,NA,STE-012,FillersM,filler3_STE-012_mono.wav,Filler3/mono/filler3_STE-012_mono.wav
BlockFiller_62,FillerM,NA,B, Станарите за куќен совет се сретнаа пред зградата во шест часот.,NA,NA,NA,NA,NA,NA,STE-012,FillersM,filler3_STE-012_mono.wav,Filler3/mono/filler3_STE-012_mono.wav
BlockFiller_62,FillerM,NA,C, Станарите за куќен совет се сретнаа пред зградата во шест часот.,NA,NA,NA,NA,NA,NA,STE-012,FillersM,filler3_STE-012_mono.wav,Filler3/mono/filler3_STE-012_mono.wav
BlockFiller_62,FillerM,NA,D, Станарите за куќен совет се сретнаа пред зградата во шест часот.,NA,NA,NA,NA,NA,NA,STE-012,FillersM,filler3_STE-012_mono.wav,Filler3/mono/filler3_STE-012_mono.wav
BlockFiller_62,FillerM,NA,E, Станарите за куќен совет се сретнаа пред зградата во шест часот.,NA,NA,NA,NA,NA,NA,STE-012,FillersM,filler3_STE-012_mono.wav,Filler3/mono/filler3_STE-012_mono.wav
